Wave,Region,Measure_Group,Metric_or_Item,Response_Category,Segment_or_Population,Percent,Base_N,Question_Code,Notes,Source_File
4,Edmonton,Activities to achieve outcomes,Travel,Selected,Edmontonians,54,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,"Exercise, fitness activities",Selected,Edmontonians,52,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Attend live music events,Selected,Edmontonians,43,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Watch live sports online or on TV,Selected,Edmontonians,37,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Visit museums and heritage sites,Selected,Edmontonians,35,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Attend the cinema or film events,Selected,Edmontonians,34,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Learn a new skill,Selected,Edmontonians,33,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Cultural/Heritage festivals,Selected,Edmontonians,32,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Attend live theatre,Selected,Edmontonians,31,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,"Learn a new art, creative skill, or craft",Selected,Edmontonians,30,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Performing arts festivals,Selected,Edmontonians,29,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Attend live sports events,Selected,Edmontonians,29,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Attend other live arts experiences,Selected,Edmontonians,27,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Community festivals,Selected,Edmontonians,26,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,"Visit art galleries, art shows or other visual arts",Selected,Edmontonians,25,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Watch live performances online or on TV,Selected,Edmontonians,22,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Play sports,Selected,Edmontonians,21,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Edmonton,Activities to achieve outcomes,Attend literary events,Selected,Edmontonians,7,397,Q15,,spotlight_wave4_edmonton_outcomes_activities.csv
4,Calgary,Community mood (local economy),Local economy mood - Calgary,Positive (8-10),,12,400,Q10,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (local economy),Local economy mood - Calgary,Negative (1-3),,17,400,Q10,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (local economy),Local economy mood - Alberta overall,Positive (8-10),,14,1160,Q10,Comparison,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (local economy),Local economy mood - Alberta overall,Negative (1-3),,15,1160,Q10,Comparison,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (public),General public mood - Calgary,Positive (8-10),,10,400,Q10,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (public),General public mood - Calgary,Negative (1-3),,19,400,Q10,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (public),General public mood - Alberta overall,Positive (8-10),,12,1160,Q10,Comparison,spotlight_wave4_calgary_metrics.csv
4,Calgary,Community mood (public),General public mood - Alberta overall,Negative (1-3),,19,1160,Q10,Comparison,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Pessimistic,Selected (up to 3),,31,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Tired,Selected (up to 3),,26,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Grateful,Selected (up to 3),,26,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Nervous,Selected (up to 3),,26,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Optimistic,Selected (up to 3),,24,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Annoyed,Selected (up to 3),,21,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Content,Selected (up to 3),,18,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Depressed,Selected (up to 3),,15,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Angry,Selected (up to 3),,13,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Calm,Selected (up to 3),,10,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Sad,Selected (up to 3),,10,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Confused,Selected (up to 3),,10,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Ambivalent,Selected (up to 3),,10,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Relaxed,Selected (up to 3),,9,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Bitter,Selected (up to 3),,8,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Confident,Selected (up to 3),,7,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Happy,Selected (up to 3),,7,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Light-hearted,Selected (up to 3),,4,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Energized,Selected (up to 3),,2,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Current state of mind (emotions),Feeling: Excited,Selected (up to 3),,1,400,Q11,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Outlook next year,Personal financial situation,Worse (net),,29,400,Q12,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Outlook next year,Personal financial situation,Better (net),,33,400,Q12,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Outlook next year,Quality of life in city/town,Worse (net),,44,400,Q12,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Outlook next year,Quality of life in city/town,Better (net),,18,400,Q12,,spotlight_wave4_calgary_metrics.csv
4,Calgary,Desired outcomes from activities,"Spend time with people I care about, doesn’t matter what it is",Ranked top-3,Calgarians,45,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,"Spend time with people I care about, doesn’t matter what it is",Ranked top-3,Albertans,46,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,"Get healthy (emotionally, mentally, or physically)",Ranked top-3,Calgarians,45,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,"Get healthy (emotionally, mentally, or physically)",Ranked top-3,Albertans,42,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Feel happy and content,Ranked top-3,Calgarians,41,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Feel happy and content,Ranked top-3,Albertans,41,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Humour and laughter,Ranked top-3,Calgarians,25,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Humour and laughter,Ranked top-3,Albertans,27,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Escape for a little bit,Ranked top-3,Calgarians,21,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Escape for a little bit,Ranked top-3,Albertans,23,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Feel relaxed,Ranked top-3,Calgarians,19,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Feel relaxed,Ranked top-3,Albertans,20,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Get out of the house,Ranked top-3,Calgarians,19,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Get out of the house,Ranked top-3,Albertans,20,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Learn something new,Ranked top-3,Calgarians,18,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Learn something new,Ranked top-3,Albertans,18,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Share a unique experience with people,Ranked top-3,Calgarians,14,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Share a unique experience with people,Ranked top-3,Albertans,13,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,"Do something different, out of routine",Ranked top-3,Calgarians,15,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,"Do something different, out of routine",Ranked top-3,Albertans,13,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Break out of my rut,Ranked top-3,Calgarians,11,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Break out of my rut,Ranked top-3,Albertans,12,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,"Do something different, out of the ordinary",Ranked top-3,Calgarians,11,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,"Do something different, out of the ordinary",Ranked top-3,Albertans,9,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Excitement and thrills,Ranked top-3,Calgarians,7,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Excitement and thrills,Ranked top-3,Albertans,5,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,Feel “wowed”,Ranked top-3,Calgarians,4,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,Feel “wowed”,Ranked top-3,Albertans,3,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Desired outcomes from activities,I want to celebrate!,Ranked top-3,Calgarians,2,400,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Alberta,Desired outcomes from activities,I want to celebrate!,Ranked top-3,Albertans,3,1160,Q14,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Watch movies or shows online or on TV,Selected,Calgarians,64,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Being outdoors,Selected,Calgarians,62,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Travel,Selected,Calgarians,59,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Listen to music,Selected,Calgarians,57,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,"Exercise, fitness activities",Selected,Calgarians,52,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Attend live music events,Selected,Calgarians,40,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Community festivals,Selected,Calgarians,40,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Attend the cinema or film events,Selected,Calgarians,33,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Visit museums and heritage sites,Selected,Calgarians,32,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Learn a new skill,Selected,Calgarians,29,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Watch live sports online or on TV,Selected,Calgarians,29,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Attend live sports events,Selected,Calgarians,29,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Attend live theatre,Selected,Calgarians,29,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,"Learn a new art, creative skill, or craft",Selected,Calgarians,26,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Play sports,Selected,Calgarians,23,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Attend other live arts experiences,Selected,Calgarians,23,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,"Visit art galleries, art shows or other visual arts",Selected,Calgarians,22,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Performing arts festivals,Selected,Calgarians,22,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Cultural/Heritage festivals,Selected,Calgarians,21,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Watch live performances online or on TV,Selected,Calgarians,15,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
4,Calgary,Activities to achieve outcomes,Attend literary events,Selected,Calgarians,8,397,Q15,,spotlight_wave4_calgary_outcomes_activities.csv
