show_title,category,base_score,score_with_all_weights,score_without_live_analytics,score_without_economics,score_without_stone_olafson,delta_live_analytics,delta_economics,delta_stone_olafson,aud__engagement_factor,consumer_confidence_prairies,energy_index,inflation_adjustment_factor
deViate - Mixed Bill,contemporary_mixed_bill,63.95,70.60590697564527,67.17974022421053,70.5720225,67.24372092918597,3.426166751434735,0.033884475645265866,3.3621860464593,1.051,50.41,1007.66,0.983187134502924
A Month in the Country,romantic_tragedy,56.150000000000006,64.18476085791,59.81804367000001,63.2613975,61.1283436742,4.366717187909998,0.9233633579100058,3.0564171837100034,1.073,50.0,1036.49,1.0
Adagio Hammerklavier,contemporary,33.05,37.00467759219,35.20901769,36.4723275,35.2425500878,1.7956599021899962,0.5323500921900006,1.7621275043900013,1.051,50.0,1036.49,1.0
AftA,contemporary,33.949999999999996,38.01236926641,36.16781091,37.46552249999999,36.202256444199996,1.8445583564099977,0.5468467664100061,1.8101128222100016,1.051,50.0,1036.49,1.0
Afternoon of a Faun,contemporary,54.2,60.685431936360004,57.740658360000005,59.81241,57.7956494632,2.9447735763599994,0.8730219363600042,2.889782473160004,1.051,50.0,1036.49,1.0
Agon,contemporary,42.550000000000004,47.64142304229,45.32961279000001,46.956052500000006,45.3727838498,2.3118102522899875,0.6853705422899949,2.2686391924899993,1.051,50.0,1036.49,1.0
Allegro Brillante,contemporary,38.35,42.93886189593001,40.855244430000006,42.3211425,40.894154186600005,2.083617465930004,0.6177193959300098,2.0447077093300052,1.051,50.0,1036.49,1.0
Anastasia,adult_literary_drama,62.449999999999996,71.8519639068,66.52959621000001,70.81830000000001,68.430441816,5.3223676967999864,1.0336639067999869,3.4215220907999964,1.08,50.0,1036.49,1.0
Angels' Atlas,contemporary,35.1,39.29997529458,37.39293558000001,38.734604999999995,37.4285478996,1.9070397145799944,0.5653702945800063,1.871427394980003,1.051,50.0,1036.49,1.0
Anna Karenina,adult_literary_drama,56.2,64.66101475680001,59.87130996000001,63.73080000000001,61.581918816000005,4.789704796800002,0.9302147568000052,3.079095940800009,1.08,50.0,1036.49,1.0
Approximate Sonata,contemporary,42.150000000000006,47.193560075970005,44.903482470000014,46.514632500000005,44.9462476914,2.2900776059699908,0.6789275759700004,2.2473123845700016,1.051,50.0,1036.49,1.0
Artifact Suite,contemporary,47.050000000000004,52.67988141339001,50.123578890000005,51.922027500000006,50.171315631800006,2.556302523390002,0.7578539133900009,2.5085657815900007,1.051,50.0,1036.49,1.0
Autobiography,contemporary,62.400000000000006,69.86662274592001,66.47632992000001,68.86152000000001,66.53964071040001,3.3902928259199996,1.0051027459199986,3.326982035520004,1.051,50.0,1036.49,1.0
Ballet Imperial,contemporary,39.15,43.834587828569994,41.70750507,43.203982499999995,41.74722650339999,2.1270827585699905,0.6306053285699988,2.0873613251700007,1.051,50.0,1036.49,1.0
Bella Figura,contemporary,39.45,44.17048505331,42.02710281000001,43.535047500000005,42.0671286222,2.1433822433099934,0.6354375533099983,2.103356431110001,1.051,50.0,1036.49,1.0
Betroffenheit,contemporary,37.85,42.37903318803,40.32258153000001,41.7693675,40.3609839886,2.0564516580299923,0.6096656880299989,2.0180491994300027,1.051,50.0,1036.49,1.0
Birthday Offering,contemporary,31.849999999999998,35.66108869323,33.93062673,35.148067499999996,33.9629416126,1.730461963229999,0.5130211932300028,1.698147080630001,1.051,50.0,1036.49,1.0
Black Cake,contemporary,61.75,69.13884542565,65.78386815,68.1442125,65.846519453,3.3549772756500005,0.9946329256500093,3.292325972650005,1.051,50.0,1036.49,1.0
Blake Works,contemporary,32.6,36.50083175508001,34.72962108000001,35.97573,34.7626969096,1.771210675079999,0.5251017550800086,1.7381348454800047,1.051,50.0,1036.49,1.0
Blanche Neige,family_classic,36.0,41.151405002400004,38.35172880000001,40.559400000000004,39.191814288,2.7996762023999935,0.5920050024000005,1.9595907144000009,1.073,50.0,1036.49,1.0
Body and Soul,contemporary,55.95,62.644832414010004,59.60497851000001,61.7436225,59.6617451562,3.039853904009995,0.9012099140100034,2.9830872578100056,1.051,50.0,1036.49,1.0
Brandenburg,contemporary,48.35,54.13543605393001,51.50850243000001,53.3566425,51.5575581466,2.6269336239300003,0.7787935539300079,2.5778779073300058,1.051,50.0,1036.49,1.0
Carbon Life,contemporary,40.65,45.51407395227,43.30549377,44.8593075,43.3467370974,2.208580182270005,0.6547664522700032,2.167336854870001,1.051,50.0,1036.49,1.0
Charlotte's Web,family_classic,58.4,66.75672367056,62.21502672,65.79635999999999,63.5778320672,4.541696950560009,0.9603636705600138,3.1788916033600074,1.073,50.0,1036.49,1.0
Chopiniana,romantic_tragedy,44.4,50.75339950296001,47.30046552,50.02326,48.3365709552,3.4529339829600048,0.7301395029600073,2.416828547760005,1.073,50.0,1036.49,1.0
Concerto (MacMillan),contemporary,27.650000000000002,30.958527546870002,29.456258370000004,30.513157500000002,29.484311949400002,1.5022691768699978,0.4453700468699999,1.4742155974699998,1.051,50.0,1036.49,1.0
Concerto Barocco,contemporary,39.150000000000006,43.83458782857,41.70750507000001,43.2039825,41.7472265034,2.1270827585699905,0.6306053285699988,2.0873613251700007,1.051,50.0,1036.49,1.0
Concerto DSCH,contemporary,32.7,36.61279749666,34.83615366000001,36.086085000000004,34.8693309492,1.7766438366599928,0.5267124966599965,1.7434665474600024,1.051,50.0,1036.49,1.0
Dances at a Gathering,contemporary,45.7,51.16834390206001,48.685389060000006,50.432235000000006,48.731756097200005,2.4829548420600034,0.7361089020600033,2.436587804860004,1.051,50.0,1036.49,1.0
Daphnis and Chloé,romantic_tragedy,50.8,58.069204836720004,54.11855064,57.233819999999994,55.3040046064,3.950654196720002,0.8353848367200101,2.765200230320005,1.073,50.0,1036.49,1.0
Dark Matters,contemporary,59.349999999999994,66.45166762772999,63.22708623,65.49569249999999,63.28730250259999,3.2245813977299917,0.9559751277299995,3.164365125129997,1.051,50.0,1036.49,1.0
Death in Venice,adult_literary_drama,50.2,57.75770357280002,53.47935516000001,56.926800000000014,55.00733673600001,4.278348412800007,0.830903572800004,2.750366836800005,1.08,50.0,1036.49,1.0
Deep Field,contemporary,43.05000000000001,48.20125175019001,45.86227569000002,47.50782750000001,45.90595404780001,2.3389760601899923,0.6934242501899988,2.295297702390002,1.051,50.0,1036.49,1.0
Divertimento No. 15,contemporary,31.3,35.04527711454,33.344697540000006,34.541115,33.3764543948,1.7005795745399936,0.5041621145400015,1.6688227197399996,1.051,50.0,1036.49,1.0
Duende,contemporary,50.75000000000001,56.82261385185001,54.06528435000001,56.005162500000004,54.11677509700001,2.757329501849995,0.8174513518500035,2.7058387548499994,1.051,50.0,1036.49,1.0
Dybbuk,adult_literary_drama,52.10000000000001,59.94375211440002,55.50347418000001,59.081400000000016,57.089287728000016,4.440277934400008,0.8623521144000037,2.8544643864000037,1.08,50.0,1036.49,1.0
Elite Syncopations,contemporary,27.750000000000004,31.070493288450002,29.562790950000007,30.6235125,29.590945989,1.5077023384499952,0.4469807884500021,1.479547299450001,1.051,50.0,1036.49,1.0
Emergence,contemporary,53.00000000000001,59.34184303740001,56.462267400000016,58.488150000000005,56.51604098800001,2.879575637399995,0.8536930374000065,2.8258020494000036,1.051,50.0,1036.49,1.0
Enemy in the Figure,contemporary,65.45,73.28157786411,69.72557361000001,72.2273475,69.7919789182,3.556004254109993,1.054230364110012,3.4895989459100036,1.051,50.0,1036.49,1.0
Enigma Variations,adult_literary_drama,55.0,63.280352520000015,58.59291900000001,62.37000000000001,60.26700240000001,4.687433520000006,0.9103525200000036,3.0133501200000055,1.08,50.0,1036.49,1.0
Episodes,contemporary,50.35,56.374750885530005,53.63915403000001,55.563742500000004,53.690238938600004,2.735596855529998,0.8110083855300019,2.6845119469300016,1.051,50.0,1036.49,1.0
Etudes (Lander),contemporary,28.3,31.686304867140002,30.148720140000005,31.230465,30.1774332068,1.537584727139997,0.45583986714000346,1.5088716603400023,1.051,50.0,1036.49,1.0
Façade,classic_comedy,46.0,52.7783707836,49.004986800000005,52.0191,50.265115032000004,3.7733839835999987,0.7592707836000017,2.513255751599999,1.077,50.0,1036.49,1.0
Falling Angels,contemporary,49.35,55.25509346973001,52.573828230000004,54.460192500000005,52.6238985426,2.6812652397300027,0.7949009697300013,2.6311949271300037,1.051,50.0,1036.49,1.0
Fancy Free,contemporary,47.95,53.68757308761,51.08237211000001,52.9152225,51.1310219882,2.6052009776099894,0.7723505876099992,2.556551099410001,1.051,50.0,1036.49,1.0
Five Tangos,contemporary,22.05,24.68844601839,23.490433890000002,24.3332775,23.5128057318,1.1980121283899976,0.3551685183899984,1.1756402865899993,1.051,50.0,1036.49,1.0
Flight Pattern,contemporary,28.099999999999998,31.462373383979997,29.935654980000002,31.009755,29.964165127599998,1.526718403979995,0.4526183839799991,1.4982082563799999,1.051,50.0,1036.49,1.0
Flower Festival in Genzano,classic_romance,44.0,50.483659010400004,46.8743352,49.7574,48.079675248,3.6093238104000065,0.7262590104000068,2.403983762400003,1.077,50.0,1036.49,1.0
Forgotten Land (Kylián),contemporary,52.800000000000004,59.11791155424001,56.24920224000001,58.26744000000001,56.30277290880001,2.86870931424,0.8504715542400021,2.815138645440001,1.051,50.0,1036.49,1.0
Four Seasons (Kudelka),contemporary,45.25,50.66449806495,48.205992450000004,49.9356375,48.251902919,2.458505614949999,0.7288605649500042,2.41259514595,1.051,50.0,1036.49,1.0
Glass Pieces,contemporary,30.75,34.42946553585,32.758768350000004,33.9341625,32.789967177,1.6706971858499955,0.49530303585000013,1.6394983588499983,1.051,50.0,1036.49,1.0
Gloria (MacMillan),contemporary,36.949999999999996,41.371341513809995,39.36378831,40.776172499999994,39.40127763219999,2.007553203809998,0.5951690138100005,1.9700638816100025,1.051,50.0,1036.49,1.0
Goldberg Variations,contemporary,47.45,53.12774437971001,50.54970921000001,52.36344750000001,50.597851790200004,2.578035169709999,0.7642968797100025,2.5298925895100055,1.051,50.0,1036.49,1.0
Gone (Rhoden),contemporary,36.2,40.53159845196,38.56479396,39.94851,38.6015223352,1.9668044919599978,0.5830884519600019,1.9300761167599987,1.051,50.0,1036.49,1.0
Grand Pas de Deux Esmeralda,classic_romance,52.6,60.350919635160004,56.03613708,59.48271,57.4770663192,4.314782555160001,0.8682096351600066,2.8738533159600053,1.077,50.0,1036.49,1.0
Grosse Fuge,contemporary,45.75,51.224326772850006,48.73865535000001,50.487412500000005,48.785073117,2.4856714228499968,0.7369142728500009,2.4392536558500026,1.051,50.0,1036.49,1.0
Harlequinade,classic_comedy,49.25,56.50727741505,52.467295650000004,55.6943625,53.816454680999996,4.039981765049994,0.8129149150500012,2.690822734050002,1.077,50.0,1036.49,1.0
Herman Schmerman,contemporary,30.300000000000004,33.92561969874001,32.27937174000001,33.437565000000006,32.310113998800006,1.6462479587399983,0.48805469874000096,1.6155056999400017,1.051,50.0,1036.49,1.0
Illuminations,contemporary,24.150000000000002,27.039726591570002,25.727618070000002,26.6507325,25.752120563400002,1.31210852157,0.38899409157000164,1.28760602817,1.051,50.0,1036.49,1.0
In G Major,contemporary,50.85000000000001,56.93457959343001,54.17181693000001,56.1155175,54.223409136600004,2.7627626634299958,0.8190620934300057,2.711170456830004,1.051,50.0,1036.49,1.0
In the Night,contemporary,51.0,57.102528205800006,54.3316158,56.28105,54.383360196000005,2.7709124058000043,0.8214782058000054,2.7191680098000006,1.051,50.0,1036.49,1.0
In This Vessel,contemporary,37.900000000000006,42.435016058820004,40.37584782000001,41.824545,40.4143010084,2.059168238819993,0.6104710588200035,2.0207150504200015,1.051,50.0,1036.49,1.0
Initials R.B.M.E.,contemporary,31.75,35.549122951650006,33.82409415,35.037712500000005,33.856307573,1.725028801650005,0.5114104516500007,1.6928153786500033,1.051,50.0,1036.49,1.0
Interplay,contemporary,49.35000000000001,55.255093469730014,52.57382823000001,54.46019250000001,52.62389854260001,2.6812652397300027,0.7949009697300013,2.6311949271300037,1.051,50.0,1036.49,1.0
Jardí Tancat,contemporary,41.6,46.577748497280005,44.317553280000006,45.907680000000006,44.359760473600005,2.2601952172799997,0.6700684972799991,2.2179880236800003,1.051,50.0,1036.49,1.0
Jewels: Diamonds,contemporary,44.800000000000004,50.16065222784001,47.72659584000001,49.439040000000006,47.77204974080001,2.434056387840002,0.721612227840005,2.3886024870400036,1.051,50.0,1036.49,1.0
Jewels: Emeralds,contemporary,46.150000000000006,51.67218973917,49.16478567000001,50.928832500000006,49.2116092754,2.5074040691699935,0.7433572391699954,2.4605804637700004,1.051,50.0,1036.49,1.0
Jewels: Rubies,contemporary,42.4,47.47347442992,45.169813919999996,46.79052,45.2128327904,2.3036605099200074,0.6829544299200023,2.260641639520003,1.051,50.0,1036.49,1.0
Khepera,contemporary,46.6,52.17603557628001,49.64418228000001,51.42543,49.6914624536,2.531853296279998,0.7506055762800088,2.484573122680004,1.051,50.0,1036.49,1.0
La Boutique fantasque,classic_comedy,48.3,55.41728932278,51.45523614,54.620054999999994,52.778370783599996,3.9620531827800036,0.7972343227800067,2.638918539180004,1.077,50.0,1036.49,1.0
La Esmeralda,romantic_tragedy,27.65,31.606565231010002,29.45625837,31.151872499999996,30.1014906962,2.1503068610100016,0.45469273101000596,1.505074534810003,1.073,50.0,1036.49,1.0
La Source,classic_romance,31.1,35.68276807326,33.131632380000006,35.169435,33.9835886412,2.551135693259994,0.5133330732600001,1.6991794320599993,1.077,50.0,1036.49,1.0
La Valse,contemporary,44.1,49.37689203678,46.980867780000004,48.666555,47.0256114636,2.396024256779995,0.7103370367799968,2.3512805731799986,1.051,50.0,1036.49,1.0
La Vivandière,classic_comedy,31.85,36.543284988210004,33.93062673000001,36.0175725,34.8031285602,2.612658258209997,0.5257124882100044,1.7401564280100033,1.077,50.0,1036.49,1.0
Las Hermanas,adult_literary_drama,20.8,23.931478771200002,22.158776640000003,23.587200000000003,22.791884544000002,1.772702131199999,0.34427877119999906,1.1395942272,1.08,50.0,1036.49,1.0
Le Baiser de la fée,romantic_tragedy,39.85,45.55231914849001,42.45323313000001,44.897002500000006,43.383161093800005,3.0990860184899987,0.6553166484900004,2.1691580546900013,1.073,50.0,1036.49,1.0
Le Jeune Homme et la Mort,adult_literary_drama,39.5,45.446798628,42.080369100000006,44.793000000000006,43.28266536,3.3664295279999976,0.653798627999997,2.1641332680000005,1.08,50.0,1036.49,1.0
Le Parc,contemporary,20.6,23.06494276548,21.945711480000003,22.733130000000003,21.9666121576,1.119231285479998,0.3318127654799987,1.0983306078800013,1.051,50.0,1036.49,1.0
Les Patineurs,classic_comedy,42.25,48.47578620885,45.01001505,47.7784125,46.167415437,3.4657711588500035,0.6973737088500016,2.308370771850001,1.077,50.0,1036.49,1.0
Les Présages,contemporary,27.5,30.7905789345,29.296459500000005,30.347625,29.32436089,1.4941194344999964,0.4429539345000002,1.4662180444999997,1.051,50.0,1036.49,1.0
Les Rendezvous,classic_comedy,33.15,38.03484764079,35.31555027,37.4876775,36.223664419799995,2.7192973707899952,0.5471701407900014,1.811183220990003,1.077,50.0,1036.49,1.0
Liebeslieder Walzer,contemporary,39.800000000000004,44.56236514884,42.399966840000005,43.92129,42.4403477608,2.1623983088399967,0.6410751488400024,2.1220173880399997,1.051,50.0,1036.49,1.0
Liliom,adult_literary_drama,40.650000000000006,46.76993327160001,43.305493770000005,46.09710000000001,44.54279359200001,3.4644395016000047,0.6728332715999983,2.2271396796000005,1.08,50.0,1036.49,1.0
Limb's Theorem,contemporary,38.4,42.99484476672,40.90851072,42.37632,40.947471206399996,2.0863340467199976,0.6185247667200002,2.047373560320004,1.051,50.0,1036.49,1.0
Limen,contemporary,38.85,43.498690603830006,41.387907330000004,42.8729175,41.427324384600006,2.110783273830002,0.6257731038300065,2.0713662192300006,1.051,50.0,1036.49,1.0
Minus 16,contemporary,63.550000000000004,71.15422877409,67.70145459000001,70.1306025,67.7659321658,3.4527741840899893,1.023626274090006,3.3882966082900055,1.051,50.0,1036.49,1.0
Misericordes,contemporary,26.45,29.61493864791,28.17786741,29.1888975,28.2047034742,1.4370712379100006,0.42604114791000214,1.410235173710003,1.051,50.0,1036.49,1.0
Monotones I,contemporary,29.8,33.36579099084,31.746708840000004,32.88579,31.776943800799998,1.6190821508399935,0.48000099083999714,1.5888471900399992,1.051,50.0,1036.49,1.0
Monotones II,contemporary,30.400000000000002,34.03758544032,32.38590432000001,33.547920000000005,32.4167480384,1.6516811203199921,0.48966544031999604,1.6208374019199994,1.051,50.0,1036.49,1.0
Movements for Piano and Orchestra,contemporary,47.4,53.07176150891999,50.49644292,52.30826999999999,50.54453477039999,2.575318588919991,0.7634915089199978,2.5272267385199996,1.051,50.0,1036.49,1.0
Multiplicity – Forms of Silence and Emptiness,contemporary,30.85,34.54143127743001,32.865300930000004,34.0445175,32.896601216600004,1.6761303474300036,0.4969137774300094,1.644830060830003,1.051,50.0,1036.49,1.0
Na Floresta,contemporary,43.199999999999996,48.369200362559994,46.02207456,47.673359999999995,46.065905107199995,2.3471258025599937,0.6958403625599985,2.3032952553599984,1.051,50.0,1036.49,1.0
No More Play,contemporary,59.800000000000004,66.95551346484001,63.706482840000014,65.99229000000001,63.7671556808,3.249030624839996,0.9632234648399987,3.188357784040008,1.051,50.0,1036.49,1.0
Odessa,contemporary,68.0,76.13670427439999,72.4421544,75.0414,72.51114692799999,3.694549874399982,1.095304274399993,3.625557346400001,1.051,50.0,1036.49,1.0
On the Dnieper,romantic_tragedy,62.45,71.38625673333,66.52959621000001,70.3592925,67.9869111746,4.856660523329992,1.0269642333300055,3.3993455587300048,1.073,50.0,1036.49,1.0
Ondine,romantic_tragedy,34.150000000000006,39.036680023110016,36.380876070000014,38.47509750000001,37.17779049820001,2.655803953110002,0.5615825231100047,1.8588895249100048,1.073,50.0,1036.49,1.0
"One Flat Thing, Reproduced",contemporary,57.0,63.8204727006,60.7235706,62.90235,60.781402572,3.0969021005999977,0.9181227006000015,3.0390701286000024,1.051,50.0,1036.49,1.0
Other Dances,contemporary,30.25,33.86963682795,32.226105450000006,33.3823875,32.256796979,1.6435313779499978,0.4872493279500034,1.6128398489500029,1.051,50.0,1036.49,1.0
Pas/Parts,contemporary,47.35,53.01577863813,50.44317663000001,52.2530925,50.4912177506,2.5726020081299907,0.7626861381300003,2.5245608875300007,1.051,50.0,1036.49,1.0
Peer Gynt,adult_literary_drama,49.65,57.1249000476,52.89342597,56.3031,54.404666712,4.231474077599998,0.8218000476,2.7202333355999997,1.08,50.0,1036.49,1.0
Peter and the Wolf,family_classic,47.7,54.52561162818,50.81604066000001,53.741205,51.9291539316,3.709570968179989,0.7844066281800011,2.5964576965800035,1.073,50.0,1036.49,1.0
Petite Mort,contemporary,53.900000000000006,60.34953471162001,57.42106062000001,59.481345000000005,57.475747344400006,2.9284740916199965,0.8681897116200048,2.873787367220004,1.051,50.0,1036.49,1.0
Petrouchka,adult_literary_drama,50.7,58.33297950480001,54.01201806000001,57.49380000000001,55.55521857600001,4.320961444799998,0.8391795048000006,2.7777609287999994,1.08,50.0,1036.49,1.0
Poème de l'extase,contemporary,41.8,46.80167998044,44.530618440000005,46.128389999999996,44.5730285528,2.2710615404399945,0.6732899804400034,2.2286514276400027,1.051,50.0,1036.49,1.0
Polovtsian Dances,contemporary,51.0,57.102528205800006,54.3316158,56.28105,54.383360196000005,2.7709124058000043,0.8214782058000054,2.7191680098000006,1.051,50.0,1036.49,1.0
Prodigal Son,adult_literary_drama,56.10000000000001,64.54595957040003,59.76477738000001,63.61740000000002,61.47234244800002,4.781182190400017,0.9285595704000116,3.073617122400009,1.08,50.0,1036.49,1.0
Puss in Boots,family_classic,55.60000000000001,63.55605883704001,59.232114480000014,62.64174000000001,60.52957984480001,4.3239443570399985,0.9143188370399997,3.0264789922400013,1.073,50.0,1036.49,1.0
Remanso,contemporary,26.3,29.44699003554,28.01806854,29.023365,28.044752414799998,1.4289214955399991,0.4236250355400024,1.402237620740003,1.051,50.0,1036.49,1.0
Requiem (MacMillan),contemporary,37.25,41.707238738550004,39.68338605,41.1072375,39.721179751,2.0238526885500008,0.6000012385500071,1.9860589875500025,1.051,50.0,1036.49,1.0
Requiem for a Rose,contemporary,53.15,59.509791649769994,56.622066270000005,58.653682499999995,56.675992047399994,2.8877253797699893,0.8561091497699991,2.83379960237,1.051,50.0,1036.49,1.0
Rhapsody,contemporary,57.5,64.3803014085,61.25623350000001,63.454125,61.31457277,3.1240679084999954,0.9261764085000053,3.065728638500005,1.051,50.0,1036.49,1.0
Russian Seasons,contemporary,32.0,35.8290373056,34.0904256,35.3136,34.122892672,1.7386117056000003,0.5154373056000026,1.7061446336000046,1.051,50.0,1036.49,1.0
Scenes de Ballet,contemporary,33.7,37.73245491246001,35.901479460000004,37.189635,35.93567134520001,1.8309754524600024,0.5428199124600042,1.7967835672600003,1.051,50.0,1036.49,1.0
Sechs Tänze,classic_comedy,47.25000000000001,54.21256564185001,50.33664405000001,53.432662500000006,51.63101489700001,3.875921591850002,0.7799031418500064,2.5815507448500057,1.077,50.0,1036.49,1.0
Secus,contemporary,20.1,22.505114057580002,21.413048580000005,22.181355,21.4334419596,1.0920654775799967,0.323759057580002,1.0716720979800023,1.051,50.0,1036.49,1.0
Seven Sonatas,contemporary,54.8,61.35722638584,58.37985384,60.47454,58.4354537008,2.977372545839998,0.8826863858400031,2.921772685040004,1.051,50.0,1036.49,1.0
Shostakovich Trilogy,contemporary,52.7,59.00594581266001,56.14266966000001,58.157085,56.196138869200006,2.8632761526599992,0.848860812660007,2.8098069434600035,1.051,50.0,1036.49,1.0
Sinfonietta,contemporary,33.150000000000006,37.11664333377001,35.31555027000001,36.582682500000004,35.34918412740001,1.8010930637699971,0.5339608337700028,1.767459206369999,1.051,50.0,1036.49,1.0
Sleepless,adult_literary_drama,56.050000000000004,64.48843197720001,59.71151109000001,63.56070000000001,61.41755426400001,4.776920887199999,0.927731977199997,3.070877713199998,1.08,50.0,1036.49,1.0
Snow White,family_classic,57.349999999999994,65.55647435799,61.09643463,64.6133775,62.43473748379999,4.460039727990001,0.9430968579899996,3.121736874190006,1.073,50.0,1036.49,1.0
Solo,contemporary,60.400000000000006,67.62730791432001,64.34567832,66.65442,64.4069599184,3.281629594320009,0.9728879143200118,3.220347995920008,1.051,50.0,1036.49,1.0
Spartacus,adult_literary_drama,59.900000000000006,68.91805665360002,63.81301542000001,67.92660000000001,65.63624443200001,5.105041233600005,0.9914566536000109,3.2818122216000063,1.08,50.0,1036.49,1.0
Square Dance,contemporary,45.4,50.83244667732,48.36579132000001,50.101169999999996,48.411853978399996,2.4666553573199934,0.7312766773200039,2.4205926989200037,1.051,50.0,1036.49,1.0
Stepping Stones,contemporary,43.85,49.09697768283,46.71453633,48.3906675,46.7590263646,2.38244135283,0.706310182830002,2.3379513182300045,1.051,50.0,1036.49,1.0
Stravinsky Violin Concerto,contemporary,48.85,54.69526476183,52.041165330000005,53.9084175,52.0907283446,2.654099431829998,0.7868472618300046,2.604536417230001,1.051,50.0,1036.49,1.0
Sylvia,classic_romance,55.6,63.79298729496,59.23211448000001,62.875260000000004,60.7552259952,4.560872814959993,0.9177272949599953,3.0377612997599996,1.077,50.0,1036.49,1.0
Symphonic Variations (Ashton),contemporary,43.650000000000006,48.87304619967001,46.50147117000001,48.1699575,46.545758285400005,2.371575029669998,0.7030886996700048,2.327287914270002,1.051,50.0,1036.49,1.0
Symphony in C,contemporary,32.85,36.78074610903,34.995952530000004,36.251617499999995,35.0292820086,1.7847935790299942,0.5291286090300034,1.751464100429999,1.051,50.0,1036.49,1.0
Symphony in Three Movements,contemporary,29.950000000000003,33.53373960321,31.906507710000007,33.051322500000005,31.936894860200002,1.627231893209995,0.48241710320999687,1.5968447430099992,1.051,50.0,1036.49,1.0
Symphony of Psalms,contemporary,44.35,49.65680639073,47.24719923000001,48.9424425,47.2921965626,2.4096071607299905,0.7143638907299987,2.36460982813,1.051,50.0,1036.49,1.0
Tarantella,contemporary,46.85,52.45594993023001,49.910513730000005,51.7013175,49.95804755260001,2.5454362002300073,0.7546324302300107,2.4979023776300053,1.051,50.0,1036.49,1.0
Tchaikovsky Pas de Deux,classic_romance,38.5,44.1732016341,41.0150433,43.537725,42.069715842,3.1581583341000012,0.6354766341000015,2.1034857921000025,1.077,50.0,1036.49,1.0
Thais Pas de Deux,classic_romance,40.1,46.00897105266001,42.719564580000004,45.347085,43.818067669200005,3.289406472660005,0.6618860526600088,2.190903383460004,1.077,50.0,1036.49,1.0
The Age of Anxiety,contemporary,49.199999999999996,55.087144857359995,52.41402936,54.29466,52.463947483199995,2.673115497359994,0.7924848573599945,2.62319737416,1.051,50.0,1036.49,1.0
The Bright Stream,classic_comedy,44.5,51.0573369537,47.40699810000001,50.322825,48.626035193999996,3.650338853699992,0.7345119537000002,2.4313017597000055,1.077,50.0,1036.49,1.0
The Bronze Horseman,adult_literary_drama,57.35,65.98414940040001,61.096434630000005,65.03490000000001,62.842047048000005,4.8877147704000095,0.9492494004000065,3.142102352400009,1.08,50.0,1036.49,1.0
The Cage,contemporary,44.35,49.65680639073,47.24719923000001,48.9424425,47.2921965626,2.4096071607299905,0.7143638907299987,2.36460982813,1.051,50.0,1036.49,1.0
The Concert,classic_comedy,35.55,40.78850176863,37.87233219,40.2017175,38.8461921606,2.9161695786299973,0.586784268629998,1.9423096080300013,1.077,50.0,1036.49,1.0
The Contract,contemporary,67.8,75.91277279124,72.22908924,74.82068999999998,72.2978788488,3.6836835512400086,1.092082791240017,3.6148939424400055,1.051,50.0,1036.49,1.0
The Dream,classic_romance,71.3,81.80647471458,75.95772954,80.629605,77.9109282996,5.848745174580003,1.1768697145800076,3.8955464149800036,1.077,50.0,1036.49,1.0
The Fiddle and the Drum,pop_ip,30.050000000000004,34.47804439233001,32.013040290000006,33.982042500000006,32.83623275460001,2.465004102330006,0.4960018923300069,1.641811637730001,1.077,50.0,1036.49,1.0
The Flames of Paris,adult_literary_drama,49.05,56.43456892920001,52.254230490000005,55.62270000000001,53.74720850400001,4.180338439200007,0.8118689292000028,2.687360425200005,1.08,50.0,1036.49,1.0
